video_id,title,url
sHRjGFTKeOY,A Sibling Squabble! | Hardcore Pawn | Season 6 | Episode 8,https://www.youtube.com/watch?v=sHRjGFTKeOY
5nFS9E9p6hU,Leaving Your Kids In Charge Goes Wrong! | Hardcore Pawn | Full Episode | S4 E4,https://www.youtube.com/watch?v=5nFS9E9p6hU
kpBb6mzRs0w,Is This Customer Really Selling A Bus? | Hardcore Pawn | Season 2 | Episode 1,https://www.youtube.com/watch?v=kpBb6mzRs0w
NijeYCpovrY,Les Gold Catches Employee Stealing! | Hardcore Pawn,https://www.youtube.com/watch?v=NijeYCpovrY
ZyPPP4hOdEs,"Hidden Jewels Found, But Are They Stolen? | Hardcore Pawn | Full Episode | S5 E3",https://www.youtube.com/watch?v=ZyPPP4hOdEs
SoVyZ7zuwJg,Most Expensive Pawns Featured on Hardcore Pawn | Hardcore Pawn,https://www.youtube.com/watch?v=SoVyZ7zuwJg
IjBzJTfw7lA,War on the Floor | Hardcore Pawn | Season 13 | Episode 8,https://www.youtube.com/watch?v=IjBzJTfw7lA
ZpR2yWIUPFw,Secret Spy Camera Pawn Triggers Explosive Dad-Son Rift | Hardcore Pawn | Full Episode | S3 E5,https://www.youtube.com/watch?v=ZpR2yWIUPFw
7eF0iboQR2U,Crazy Cash and Fast Money | Hardcore Pawn | Season 2 | Episode 1,https://www.youtube.com/watch?v=7eF0iboQR2U
GTYEneBGNHc,Trusted Employee Gets Busted! | Hardcore Pawn | Season 9 | Episode 6,https://www.youtube.com/watch?v=GTYEneBGNHc
3S-bnld5aQU,The Golds Hit The Jackpot! | Hardcore Pawn | Full Episode | S5 E3,https://www.youtube.com/watch?v=3S-bnld5aQU
88uhJbwjf9E,Did You Call For A Cab? | Hardcore Pawn | Season 4 | Episode 12,https://www.youtube.com/watch?v=88uhJbwjf9E
kW8GHCU43bw,Buy Baby Buy! | Hardcore Pawn | Season 12 | Episode 5,https://www.youtube.com/watch?v=kW8GHCU43bw
UJYIM5o1yBk,Angry Lady Calls Police On The Pawn Shop! | Hardcore Pawn | Season 3 | Episode 5,https://www.youtube.com/watch?v=UJYIM5o1yBk
